dataset,activation,hidden_layers,units_per_layer,epochs_run,final_train_loss,best_val_loss,final_test_loss,test_accuracy,run
Iris,sigmoid,1,32,300,0.3827242815618577,0.45565112438680816,0.35959902943260036,0.9333333333333333,24
Iris,sigmoid,1,32,300,0.36773163161032046,0.42303322373034574,0.33610329139432366,0.9666666666666667,25
Iris,sigmoid,1,32,300,0.37445451221645437,0.4610637964869578,0.34614429977828104,0.9,26
Iris,sigmoid,1,32,300,0.3941944127709833,0.4335018039990972,0.35335891598074043,0.9333333333333333,27
Iris,sigmoid,1,32,300,0.4006309508647235,0.4794128057100582,0.3644646411775224,0.9333333333333333,28
Iris,sigmoid,1,32,300,0.37222251200875806,0.4196555050376165,0.3354698823553619,0.9333333333333333,29
Iris,sigmoid,4,32,28,1.102641315672274,1.1016934428462617,1.1222863119774016,0.3,0
Iris,sigmoid,4,32,21,1.092917887391483,1.0583861910849994,1.135963734347223,0.3,1
Iris,sigmoid,4,32,27,1.0990144336618368,1.0732849412996084,1.151980230952855,0.3333333333333333,2
Iris,sigmoid,4,32,221,1.094692910411979,1.1130511517952413,1.093391976317108,0.36666666666666664,3
Iris,sigmoid,4,32,300,1.079238594724753,1.0988579186720024,1.0778273671478924,0.36666666666666664,4
Iris,sigmoid,4,32,52,1.1008639370685727,1.1171025327749666,1.1014245551735753,0.36666666666666664,5
Iris,sigmoid,4,32,300,1.0586478654196692,1.0816223055135679,1.0562888010791196,0.7,6
Iris,sigmoid,4,32,300,1.0900329484938531,1.1085646582137445,1.0886106589063387,0.36666666666666664,7
Iris,sigmoid,4,32,31,1.0909055603144397,1.0452376214924293,1.166093729826183,0.3,8
Iris,sigmoid,4,32,23,1.0922880707604683,1.0617985768387568,1.157104473698781,0.3333333333333333,9
Iris,sigmoid,4,32,300,1.0700076494553212,1.0907397387840991,1.0684210996220922,0.7,10
Iris,sigmoid,4,32,28,1.0942186796962776,1.0492680999050898,1.1672301821648645,0.3,11
Iris,sigmoid,4,32,28,1.09006900493729,1.084406790965874,1.1230361098291786,0.3,12
Iris,sigmoid,4,32,25,1.0990503121718487,1.0619562631432304,1.1613197982769197,0.3,13
Iris,sigmoid,4,32,29,1.100592544590713,1.1184355439385596,1.1049728092746647,0.3333333333333333,14
Iris,sigmoid,4,32,79,1.0978412709035972,1.1165775837435465,1.0980735373601938,0.36666666666666664,15
Iris,sigmoid,4,32,27,1.0972944081057385,1.1071120804736283,1.1057546224543306,0.3333333333333333,16
Iris,sigmoid,4,32,300,1.076920009332647,1.0972487410921647,1.073702791090473,0.5333333333333333,17
Iris,sigmoid,4,32,300,1.085452991240558,1.102961647058877,1.0818413308853203,0.36666666666666664,18
Iris,sigmoid,4,32,300,1.0725145536024898,1.090096780109498,1.067251013637402,0.6666666666666666,19
Iris,sigmoid,4,32,24,1.1054620905948183,1.1011382590573566,1.1284194599310493,0.3333333333333333,20
Iris,sigmoid,4,32,169,1.091600418560412,1.109173757937816,1.0912442757686547,0.36666666666666664,21
Iris,sigmoid,4,32,21,1.0916519345813638,1.071333057838496,1.1129998786697162,0.3,22
Iris,sigmoid,4,32,300,1.074788090120806,1.0978331709126952,1.0722478210461595,0.7,23
Iris,sigmoid,4,32,28,1.0953981891613116,1.0999092439975549,1.1072231652806448,0.3333333333333333,24
Iris,sigmoid,4,32,31,1.0823596964435505,1.0683847083089255,1.1193289458360962,0.3333333333333333,25
Iris,sigmoid,4,32,300,1.081286139994126,1.1021082957903852,1.080216129938323,0.43333333333333335,26
Iris,sigmoid,4,32,21,1.0975825796952763,1.0514258374809244,1.1757718679832851,0.3,27
Iris,sigmoid,4,32,245,1.0895381591664344,1.1105897918150136,1.0891885012099585,0.36666666666666664,28
Iris,sigmoid,4,32,300,1.0698746248126572,1.0902610573583995,1.0656630892606798,0.7,29
Iris,sigmoid,15,32,21,1.0974624109118474,1.083618933850017,1.1192181028162573,0.3,0
Iris,sigmoid,15,32,128,1.097309651391763,1.1151125794523324,1.095784356085537,0.36666666666666664,1
Iris,sigmoid,15,32,60,1.0973094446667506,1.1152570268920312,1.095783688982479,0.36666666666666664,2
Iris,sigmoid,15,32,37,1.097916476608935,1.0563010531540755,1.173253677617317,0.3,3
